Source,Target,Type,Weight,videos
UCE0fOC8_7jt-tKHxvZ4zQig,UCsuZ5akLQbr4vUi7uSy9rrA,Undirected,1,1
UCIsZbNEVc5zCy3afQAVAmdw,UCsuZ5akLQbr4vUi7uSy9rrA,Undirected,2,2
UCJfeUWkrU4JwIJfP-usd-_w,UCpN-WGQgGsOrXm7nHXDdTDA,Undirected,1,1
UCcv5ju_92qOku3C3177DjdQ,UCpex7Ha6LQ8tq5HTXqiA0zg,Undirected,8,8
UCgZGpR80Z-x5fnUsKuKM2kg,UCqCW6WUqLL9sos2ayvhWiKQ,Undirected,1,1
UC2p_NHNHVQXHBHwWz0Ft0PA,UCq85vkzB-cMq5tTKTBRyBHg,Undirected,1,1
UCgZGpR80Z-x5fnUsKuKM2kg,UCwIKyl0V5Cb5WRTazrhg-2A,Undirected,1,1
UCjuQQuVga9pT-jWOmkxYqTw,UCx8QSRrcbTSFtuF-ZPgI9Ew,Undirected,11,11
UC98_RNFvwRAWTNdJBqA6V-g,UCa_UMppcMsHIzb5LDx1u9zQ,Undirected,1,1
UC22nIfOTM7KLIQuFGMKzQbg,UCUZhr-L61C1IcWzP8-ffH-w,Undirected,8,8
UC22nIfOTM7KLIQuFGMKzQbg,UCYLlkv4hivYJlOk6Lo-RHNQ,Undirected,11,11
UCUZhr-L61C1IcWzP8-ffH-w,UCYLlkv4hivYJlOk6Lo-RHNQ,Undirected,8,8
UCOb49mOu4z3FTYRkIrFtYMQ,UCSSKXEFwXiEcUjZKYGSvyPg,Undirected,5,5
UCOb49mOu4z3FTYRkIrFtYMQ,UCe_h1ez2EFYYpCi011nxt1w,Undirected,5,5
UCOb49mOu4z3FTYRkIrFtYMQ,UCh7bThzNArch6TgoHB1HVhA,Undirected,5,5
UCSSKXEFwXiEcUjZKYGSvyPg,UCe_h1ez2EFYYpCi011nxt1w,Undirected,5,5
UCSSKXEFwXiEcUjZKYGSvyPg,UCh7bThzNArch6TgoHB1HVhA,Undirected,5,5
UCe_h1ez2EFYYpCi011nxt1w,UCh7bThzNArch6TgoHB1HVhA,Undirected,5,5
UC5l8bnxxl26Q5PDG_jawcuw,UCIEgmfyQSPwrjXt1QpmNv0w,Undirected,48,48
UC5l8bnxxl26Q5PDG_jawcuw,UCJk7u2v3Ib7M0e-k8TWPx5Q,Undirected,48,48
UC5l8bnxxl26Q5PDG_jawcuw,UCaUyiKbp35G7QcAH4GeVauA,Undirected,1,1
UC5l8bnxxl26Q5PDG_jawcuw,UCcHiyP5BmBzbIW61W_tio7Q,Undirected,49,49
UC5l8bnxxl26Q5PDG_jawcuw,UCj4PjeVMnNTHIR5EeoNKPAw,Undirected,18,18
UCIEgmfyQSPwrjXt1QpmNv0w,UCJk7u2v3Ib7M0e-k8TWPx5Q,Undirected,49,49
UCIEgmfyQSPwrjXt1QpmNv0w,UCaUyiKbp35G7QcAH4GeVauA,Undirected,1,1
UCIEgmfyQSPwrjXt1QpmNv0w,UCcHiyP5BmBzbIW61W_tio7Q,Undirected,49,49
UCIEgmfyQSPwrjXt1QpmNv0w,UCj4PjeVMnNTHIR5EeoNKPAw,Undirected,18,18
UCJk7u2v3Ib7M0e-k8TWPx5Q,UCaUyiKbp35G7QcAH4GeVauA,Undirected,1,1
UCJk7u2v3Ib7M0e-k8TWPx5Q,UCcHiyP5BmBzbIW61W_tio7Q,Undirected,48,48
UCJk7u2v3Ib7M0e-k8TWPx5Q,UCj4PjeVMnNTHIR5EeoNKPAw,Undirected,18,18
UCaUyiKbp35G7QcAH4GeVauA,UCcHiyP5BmBzbIW61W_tio7Q,Undirected,1,1
UCaUyiKbp35G7QcAH4GeVauA,UCj4PjeVMnNTHIR5EeoNKPAw,Undirected,1,1
UCcHiyP5BmBzbIW61W_tio7Q,UCj4PjeVMnNTHIR5EeoNKPAw,Undirected,18,18
UC5l8bnxxl26Q5PDG_jawcuw,UCh7bThzNArch6TgoHB1HVhA,Undirected,1,1
UCIEgmfyQSPwrjXt1QpmNv0w,UCh7bThzNArch6TgoHB1HVhA,Undirected,1,1
UCJk7u2v3Ib7M0e-k8TWPx5Q,UCh7bThzNArch6TgoHB1HVhA,Undirected,1,1
UCcHiyP5BmBzbIW61W_tio7Q,UCh7bThzNArch6TgoHB1HVhA,Undirected,1,1
UCh7bThzNArch6TgoHB1HVhA,UCj4PjeVMnNTHIR5EeoNKPAw,Undirected,1,1
UC-L6oKM0dDcwdWlJv6ZjCDw,UC4gtGRAiS5msZfhEhdZO6hw,Undirected,1,1
UC8DEmCFZcUEAb8gc0Hng79w,UCRxPrFmRHsXGWfAyE6oqrPQ,Undirected,2,2
UC8DEmCFZcUEAb8gc0Hng79w,UCf2cN9o0ndPwqA3wZLFj_NQ,Undirected,21,21
UCRxPrFmRHsXGWfAyE6oqrPQ,UCf2cN9o0ndPwqA3wZLFj_NQ,Undirected,2,2
UC-L6oKM0dDcwdWlJv6ZjCDw,UCyFN8ul17Ov5oDr_lsjZODg,Undirected,1,1
UCpGS0xokGV8gj6Tt11wG14w,UCsRRzwiGpo5U580FpH_ZEaw,Undirected,1,1
UCj4PjeVMnNTHIR5EeoNKPAw,UCkzIJWZ0Viusty479iLiC1w,Undirected,1,1
UCGu7Y1jg7aNMXVQUibJuXFA,UCP-tHjBlV6nx-G--uvMtoqQ,Undirected,1,1
UC9UAxVR4Tym2PIICVfLTZUw,UCSxwPTG3p7ygTCiI59lfkRA,Undirected,1,1
UCCzUftO8KOVkV4wQG1vkUvg,UCXWnW9POrqPuDav-K_rWh0g,Undirected,1,1
UC5l8bnxxl26Q5PDG_jawcuw,UC7fNaSMYW29jHQmYZgZ5rkA,Undirected,42,42
UC7fNaSMYW29jHQmYZgZ5rkA,UCIEgmfyQSPwrjXt1QpmNv0w,Undirected,43,43
UC7fNaSMYW29jHQmYZgZ5rkA,UCJk7u2v3Ib7M0e-k8TWPx5Q,Undirected,42,42
UC7fNaSMYW29jHQmYZgZ5rkA,UCcHiyP5BmBzbIW61W_tio7Q,Undirected,42,42
UC7fNaSMYW29jHQmYZgZ5rkA,UCj4PjeVMnNTHIR5EeoNKPAw,Undirected,16,16
UCIU_1WDzifvGu16qzFcKAEA,UCbbu1xpujjiSQtapBMTr5XQ,Undirected,1,1
UC438NzuH3byhVc9KSXKc8ZA,UC9UAxVR4Tym2PIICVfLTZUw,Undirected,2,2
UC3TCIVs1OBZt2KyG8o0CM6Q,UCD24LJ4_be_hTuNuyz3vn0w,Undirected,13,13
UC3TCIVs1OBZt2KyG8o0CM6Q,UCQ_MqAw18jFTlBB-f8BP7dw,Undirected,1,1
UC3TCIVs1OBZt2KyG8o0CM6Q,UCeiQATnaLCYer1WVydXFTVg,Undirected,13,13
UC3TCIVs1OBZt2KyG8o0CM6Q,UCibEhpu5HP45-w7Bq1ZIulw,Undirected,13,13
UC3TCIVs1OBZt2KyG8o0CM6Q,UCs4KWxdP-lRc-dgLXE5i8Wg,Undirected,13,13
UCD24LJ4_be_hTuNuyz3vn0w,UCQ_MqAw18jFTlBB-f8BP7dw,Undirected,1,1
UCD24LJ4_be_hTuNuyz3vn0w,UCeiQATnaLCYer1WVydXFTVg,Undirected,13,13
UCD24LJ4_be_hTuNuyz3vn0w,UCibEhpu5HP45-w7Bq1ZIulw,Undirected,19,19
UCD24LJ4_be_hTuNuyz3vn0w,UCs4KWxdP-lRc-dgLXE5i8Wg,Undirected,13,13
UCQ_MqAw18jFTlBB-f8BP7dw,UCeiQATnaLCYer1WVydXFTVg,Undirected,1,1
UCQ_MqAw18jFTlBB-f8BP7dw,UCibEhpu5HP45-w7Bq1ZIulw,Undirected,1,1
UCQ_MqAw18jFTlBB-f8BP7dw,UCs4KWxdP-lRc-dgLXE5i8Wg,Undirected,1,1
UCeiQATnaLCYer1WVydXFTVg,UCibEhpu5HP45-w7Bq1ZIulw,Undirected,13,13
UCeiQATnaLCYer1WVydXFTVg,UCs4KWxdP-lRc-dgLXE5i8Wg,Undirected,23,23
UCibEhpu5HP45-w7Bq1ZIulw,UCs4KWxdP-lRc-dgLXE5i8Wg,Undirected,13,13
UC9UAxVR4Tym2PIICVfLTZUw,UCkzIJWZ0Viusty479iLiC1w,Undirected,2,2
UC9UAxVR4Tym2PIICVfLTZUw,UCSxCyYHtPzn-23kNT-RgWqw,Undirected,4,4
UC2Z7UBL5mvNUvehH6ph4MNw,UC9UAxVR4Tym2PIICVfLTZUw,Undirected,1,1
UC0W6Z2PcF-3QEfemx-5Ud-g,UCUeMNMWPa5GZ2zhYMYbmhpw,Undirected,11,11
UC0W6Z2PcF-3QEfemx-5Ud-g,UCxa9kXUXnTgHbBHvCPKc0kg,Undirected,3,3
UCUeMNMWPa5GZ2zhYMYbmhpw,UCxa9kXUXnTgHbBHvCPKc0kg,Undirected,3,3
UC8KKRZVMb753gtGsl0WQGKg,UCVApR0wfTBZtvMkKe8oUSXA,Undirected,2,2
UC8KKRZVMb753gtGsl0WQGKg,UCd1AhgFrwO8BCXZW1bVrXfA,Undirected,2,2
UC8KKRZVMb753gtGsl0WQGKg,UCol9sa_fU6gi5TLieVK70AQ,Undirected,2,2
UCVApR0wfTBZtvMkKe8oUSXA,UCd1AhgFrwO8BCXZW1bVrXfA,Undirected,2,2
UCVApR0wfTBZtvMkKe8oUSXA,UCol9sa_fU6gi5TLieVK70AQ,Undirected,2,2
UCd1AhgFrwO8BCXZW1bVrXfA,UCol9sa_fU6gi5TLieVK70AQ,Undirected,2,2
UCBYE2jpAeDBg6hlV6ur5DYg,UCIYJG2GEjkbB9LUfnAxaitA,Undirected,3,3
UCBYE2jpAeDBg6hlV6ur5DYg,UCSt_5wAl0qBXhredvo4LsYA,Undirected,3,3
UCBYE2jpAeDBg6hlV6ur5DYg,UCevFdZEmwBXKgleoSiDAI3w,Undirected,3,3
UCBYE2jpAeDBg6hlV6ur5DYg,UCf0OufCwrzL0dANtPfdkzzQ,Undirected,3,3
UCIYJG2GEjkbB9LUfnAxaitA,UCSt_5wAl0qBXhredvo4LsYA,Undirected,3,3
UCIYJG2GEjkbB9LUfnAxaitA,UCevFdZEmwBXKgleoSiDAI3w,Undirected,3,3
UCIYJG2GEjkbB9LUfnAxaitA,UCf0OufCwrzL0dANtPfdkzzQ,Undirected,3,3
UCSt_5wAl0qBXhredvo4LsYA,UCevFdZEmwBXKgleoSiDAI3w,Undirected,3,3
UCSt_5wAl0qBXhredvo4LsYA,UCf0OufCwrzL0dANtPfdkzzQ,Undirected,3,3
UCevFdZEmwBXKgleoSiDAI3w,UCf0OufCwrzL0dANtPfdkzzQ,Undirected,3,3
UC_5TWtp1in9ms1Sg5DgKRAg,UCtSv180D__JRsj1rW1mh5_g,Undirected,1,1
UCEOXPwygoKjW8Ver8rTka8g,UCK4gAoHR8nqRznSTUTXybuw,Undirected,2,2
UCEOXPwygoKjW8Ver8rTka8g,UCkJs1O8khjTYmRTg4P_-g8Q,Undirected,2,2
UCK4gAoHR8nqRznSTUTXybuw,UCkJs1O8khjTYmRTg4P_-g8Q,Undirected,2,2
UCFIAtyXz7XgNND_2GlE6t3A,UCTT44jmy7-pIGKpy-Ih8NyA,Undirected,1,1
UCFIAtyXz7XgNND_2GlE6t3A,UCZ3ryrdsdqezi2q-AfRw6Rw,Undirected,15,15
UCFIAtyXz7XgNND_2GlE6t3A,UCvML7OJFLaoM04VYnV_3EdQ,Undirected,9,9
UCTT44jmy7-pIGKpy-Ih8NyA,UCZ3ryrdsdqezi2q-AfRw6Rw,Undirected,1,1
UCTT44jmy7-pIGKpy-Ih8NyA,UCvML7OJFLaoM04VYnV_3EdQ,Undirected,1,1
UCZ3ryrdsdqezi2q-AfRw6Rw,UCvML7OJFLaoM04VYnV_3EdQ,Undirected,9,9
UCf0OufCwrzL0dANtPfdkzzQ,UCrvz9x7mlNDmbU_CTR1y4YQ,Undirected,1,1
UC-C5x5ioKxTu-B1qs0uWYDg,UC3RwimzFUFaJmStG3-bJbJg,Undirected,3,3
UCI-tQlV4oxfQW4Om2xK0dDw,UCschA9IpOU5dyLQC_TL90EA,Undirected,1,1
UCI-tQlV4oxfQW4Om2xK0dDw,UCxMWM81g23d-2YG8RVQzl6Q,Undirected,1,1
UCschA9IpOU5dyLQC_TL90EA,UCxMWM81g23d-2YG8RVQzl6Q,Undirected,1,1
UCJnxmeosa08BGIZar_LHzsA,UCXffonPBPK0TCkVWqpMPhGg,Undirected,1,1
UCJnxmeosa08BGIZar_LHzsA,UChuG8E1aBk1BjtTJE70S7SA,Undirected,1,1
UCXffonPBPK0TCkVWqpMPhGg,UChuG8E1aBk1BjtTJE70S7SA,Undirected,1,1
UC8_wmm5DX9mb4jrLiw8ZYzw,UCcoPAuYU81k_5AxDedPnLvw,Undirected,1,1
UCX2fYWaYhi7J1yMaK0M8Amw,UCj4PjeVMnNTHIR5EeoNKPAw,Undirected,1,1
UCF8nBW7xeMwGoeP3TOx6Nbw,UCdOFJTdqeytxPttqDnWfS_A,Undirected,1,1
UCJ98lzh2QJGp37QgWPUcwrQ,UCq2RGhxYoj1d4N7E6oCjeNA,Undirected,1,1
UCOb49mOu4z3FTYRkIrFtYMQ,UCj4PjeVMnNTHIR5EeoNKPAw,Undirected,1,1
UC05jT44pAcDWx-CLu7-vrNg,UCeTFimu7eoFp_SK5Qwe11ZA,Undirected,1,1
UC05jT44pAcDWx-CLu7-vrNg,UCvzJzeMXq-yTXg2wv_P207w,Undirected,1,1
UCeTFimu7eoFp_SK5Qwe11ZA,UCvzJzeMXq-yTXg2wv_P207w,Undirected,1,1
UC8f1p1gJBQzVo7iwrISt35Q,UCjKMVfOHMYDAETE1YMd5ukg,Undirected,5,5
UC8f1p1gJBQzVo7iwrISt35Q,UCwQGQS4-niVqw5OBDMlVf0Q,Undirected,5,5
UC8f1p1gJBQzVo7iwrISt35Q,UCxrNXCJ9C-Ck3fA5rD3d2PQ,Undirected,5,5
UCjKMVfOHMYDAETE1YMd5ukg,UCwQGQS4-niVqw5OBDMlVf0Q,Undirected,5,5
UCjKMVfOHMYDAETE1YMd5ukg,UCxrNXCJ9C-Ck3fA5rD3d2PQ,Undirected,5,5
UCwQGQS4-niVqw5OBDMlVf0Q,UCxrNXCJ9C-Ck3fA5rD3d2PQ,Undirected,5,5
UCfLovs3hldJ496uPizAgYaA,UCqPOwltQpz3pJMPCz2XUlzw,Undirected,1,1
UC6YoF5-OmChAXHNff3ifR6Q,UCPkKpOHxEDcwmUAnRpIu-Ng,Undirected,13,13
UCBubru68UAfczXSPYs2Qz8g,UCgSUwAyy0p1tcgDoQagvSOA,Undirected,1,1
UC5VZjrV5x9J9mTyGODzu0dQ,UC8_wmm5DX9mb4jrLiw8ZYzw,Undirected,21,21
UC5VZjrV5x9J9mTyGODzu0dQ,UCj6_0tBpVpmyYSGu6f-uKqw,Undirected,21,21
UC5VZjrV5x9J9mTyGODzu0dQ,UCn_cpHcrXjG_XnH9N3fO6qA,Undirected,21,21
UC8_wmm5DX9mb4jrLiw8ZYzw,UCj6_0tBpVpmyYSGu6f-uKqw,Undirected,41,41
UC8_wmm5DX9mb4jrLiw8ZYzw,UCn_cpHcrXjG_XnH9N3fO6qA,Undirected,41,41
UCj6_0tBpVpmyYSGu6f-uKqw,UCn_cpHcrXjG_XnH9N3fO6qA,Undirected,41,41
UC0eTlO_yZOPTSnSd5M6FCxA,UCFFFsClZNq3gHLvnNv2df6g,Undirected,1,1
UC0eTlO_yZOPTSnSd5M6FCxA,UCSKUf4X29Kl6IyiMaU5aacw,Undirected,1,1
UCFFFsClZNq3gHLvnNv2df6g,UCSKUf4X29Kl6IyiMaU5aacw,Undirected,1,1
UC7IYFu5ht5v-JKZh9h07Xtw,UCBKqbSl9bK_ln9zZ-C5rP0Q,Undirected,11,11
UC7IYFu5ht5v-JKZh9h07Xtw,UCRxPrFmRHsXGWfAyE6oqrPQ,Undirected,1,1
UC7IYFu5ht5v-JKZh9h07Xtw,UCSspDdadXHACIwgHLQ3q2bw,Undirected,11,11
UC7IYFu5ht5v-JKZh9h07Xtw,UCam_sZrQaOr5qc_82m8cFYg,Undirected,21,21
UC7IYFu5ht5v-JKZh9h07Xtw,UCrxOjbi4xKHTnkoqKzPvL0Q,Undirected,21,21
UCBKqbSl9bK_ln9zZ-C5rP0Q,UCRxPrFmRHsXGWfAyE6oqrPQ,Undirected,1,1
UCBKqbSl9bK_ln9zZ-C5rP0Q,UCSspDdadXHACIwgHLQ3q2bw,Undirected,1,1
UCBKqbSl9bK_ln9zZ-C5rP0Q,UCam_sZrQaOr5qc_82m8cFYg,Undirected,21,21
UCBKqbSl9bK_ln9zZ-C5rP0Q,UCrxOjbi4xKHTnkoqKzPvL0Q,Undirected,11,11
UCRxPrFmRHsXGWfAyE6oqrPQ,UCSspDdadXHACIwgHLQ3q2bw,Undirected,1,1
UCRxPrFmRHsXGWfAyE6oqrPQ,UCam_sZrQaOr5qc_82m8cFYg,Undirected,1,1
UCRxPrFmRHsXGWfAyE6oqrPQ,UCrxOjbi4xKHTnkoqKzPvL0Q,Undirected,1,1
UCSspDdadXHACIwgHLQ3q2bw,UCam_sZrQaOr5qc_82m8cFYg,Undirected,11,11
UCSspDdadXHACIwgHLQ3q2bw,UCrxOjbi4xKHTnkoqKzPvL0Q,Undirected,11,11
UCam_sZrQaOr5qc_82m8cFYg,UCrxOjbi4xKHTnkoqKzPvL0Q,Undirected,21,21
UCihYMokYrglpPKgjzbZYgqA,UCq4kwMrpENO18E5QyHeh-UA,Undirected,1,1
UCihYMokYrglpPKgjzbZYgqA,UCyqdFuh6M9dtEIVrxqsQuVA,Undirected,1,1
UCq4kwMrpENO18E5QyHeh-UA,UCyqdFuh6M9dtEIVrxqsQuVA,Undirected,1,1
UCGg-UqjRgzhYDPJMr-9HXCg,UCxJexsOTNecY8aaBJjWe4Yg,Undirected,6,6
UCDV2ocNJ_Po8me-PjqnhjAg,UCviI9lzTe2pkxJ9M2ArA7WQ,Undirected,2,2
UC1rB1k_p1pdra7yscrBUpMA,UCrXBcslTZI5XBRdKcmrReyA,Undirected,8,8
UCRajy5q-LgNSBzBjP0ppcEA,UCqma0EHk7Ba_QdAtv2HnuXQ,Undirected,1,1
UCRajy5q-LgNSBzBjP0ppcEA,UCqvWsKeBsE_RmV-z5cFoGLg,Undirected,1,1
UCRajy5q-LgNSBzBjP0ppcEA,UCtOvoDqWorYc6NqkuGmZgEg,Undirected,1,1
UCqma0EHk7Ba_QdAtv2HnuXQ,UCqvWsKeBsE_RmV-z5cFoGLg,Undirected,2,2
UCqma0EHk7Ba_QdAtv2HnuXQ,UCtOvoDqWorYc6NqkuGmZgEg,Undirected,2,2
UCqvWsKeBsE_RmV-z5cFoGLg,UCtOvoDqWorYc6NqkuGmZgEg,Undirected,2,2
UCHF0NFFfBeyBWKBFpJQsAqQ,UCgVejeoa338l2xxgg9cGtoQ,Undirected,1,1
UC30YyFO02NMXOrL2OOmP-qA,UCAt3GjVZH33xI3xGS3Tu38Q,Undirected,1,1
UC30YyFO02NMXOrL2OOmP-qA,UCDs8MjKHniLD37mknABcW4Q,Undirected,1,1
UC30YyFO02NMXOrL2OOmP-qA,UCLLGM0MV2OpvwFCjG70nkIg,Undirected,1,1
UC30YyFO02NMXOrL2OOmP-qA,UCZHdiJYl-SNoklqSVZ3m-tg,Undirected,1,1
UCAt3GjVZH33xI3xGS3Tu38Q,UCDs8MjKHniLD37mknABcW4Q,Undirected,1,1
UCAt3GjVZH33xI3xGS3Tu38Q,UCLLGM0MV2OpvwFCjG70nkIg,Undirected,1,1
UCAt3GjVZH33xI3xGS3Tu38Q,UCZHdiJYl-SNoklqSVZ3m-tg,Undirected,1,1
UCDs8MjKHniLD37mknABcW4Q,UCLLGM0MV2OpvwFCjG70nkIg,Undirected,1,1
UCDs8MjKHniLD37mknABcW4Q,UCZHdiJYl-SNoklqSVZ3m-tg,Undirected,1,1
UCLLGM0MV2OpvwFCjG70nkIg,UCZHdiJYl-SNoklqSVZ3m-tg,Undirected,1,1
UC0hxkiLIETsmgV8LSGs9G9A,UC2Uv7N14hfkEfsbGLPH0fBA,Undirected,1,1
UC0hxkiLIETsmgV8LSGs9G9A,UC4hWOiJbye0xCi8v-aWp2zQ,Undirected,1,1
UC2Uv7N14hfkEfsbGLPH0fBA,UC4hWOiJbye0xCi8v-aWp2zQ,Undirected,1,1
UCc37E0uEogue81xnpvmrBcQ,UCrIXTq8Dtq7bdkcwkxRMfuQ,Undirected,10,10
UCduu6QWN1YP9yWkFO0snkIg,UChh_8d48Ps7E8Hlou8Ji5cA,Undirected,21,21
UCi0LydWaEUy3Vx8flL29ebQ,UCn7Z0uhzGS1KjnO-sWml_dw,Undirected,1,1
UCNhqvQMXIgRfjAGmxQqdNRw,UCsHhF2X0RGM8Asz6YrFkb_Q,Undirected,1,1
UCkToh0AM-mn01WOT2TFR6JQ,UCsHhF2X0RGM8Asz6YrFkb_Q,Undirected,1,1
UCJfB133ZwpD3fpUde2C9k7w,UCNOOWIvQW04rx7nBfDh5r3A,Undirected,1,1
UCcHApLvQnSGjKpaCuo-wloA,UCtHHssNQHvv-PdyA02FrF3g,Undirected,13,13
UCB55pRcRNqH1c2ZqeFam8aA,UCMulM1JuTWO5MavUn-99pKA,Undirected,1,1
UCB55pRcRNqH1c2ZqeFam8aA,UCSEpCEZrPxrBqlnVkElLUQQ,Undirected,3,3
UCB55pRcRNqH1c2ZqeFam8aA,UCospu3ZnB60PDRghLJnLzSA,Undirected,1,1
UCB55pRcRNqH1c2ZqeFam8aA,UCz_V5_pxKsSjuTcAwbRz1eA,Undirected,1,1
UCMulM1JuTWO5MavUn-99pKA,UCSEpCEZrPxrBqlnVkElLUQQ,Undirected,1,1
UCMulM1JuTWO5MavUn-99pKA,UCospu3ZnB60PDRghLJnLzSA,Undirected,2,2
UCMulM1JuTWO5MavUn-99pKA,UCz_V5_pxKsSjuTcAwbRz1eA,Undirected,3,3
UCSEpCEZrPxrBqlnVkElLUQQ,UCospu3ZnB60PDRghLJnLzSA,Undirected,1,1
UCSEpCEZrPxrBqlnVkElLUQQ,UCz_V5_pxKsSjuTcAwbRz1eA,Undirected,1,1
UCospu3ZnB60PDRghLJnLzSA,UCz_V5_pxKsSjuTcAwbRz1eA,Undirected,3,3
UCFbb0lmMyqn61rJdUnqwjWw,UCsmkTPubhBtCCk1w373ty8w,Undirected,10,10
UC52EYUUSlzcYqHj-qsx0RHg,UCOgASZVYeB6U37pL_8Y1Ofw,Undirected,20,20
UC52EYUUSlzcYqHj-qsx0RHg,UCfj8FsoiPFHn1gZMJaeLEDg,Undirected,48,48
UC52EYUUSlzcYqHj-qsx0RHg,UCp8cPvx_Od76EL66vvCnhRA,Undirected,57,57
UC52EYUUSlzcYqHj-qsx0RHg,UCxyU_HQTotlpcQ_95t5kmmQ,Undirected,38,38
UC52EYUUSlzcYqHj-qsx0RHg,UCyRy1COnKgKsbJBRHn0YYiw,Undirected,9,9
UCOgASZVYeB6U37pL_8Y1Ofw,UCfj8FsoiPFHn1gZMJaeLEDg,Undirected,1,1
UCOgASZVYeB6U37pL_8Y1Ofw,UCp8cPvx_Od76EL66vvCnhRA,Undirected,20,20
UCOgASZVYeB6U37pL_8Y1Ofw,UCxyU_HQTotlpcQ_95t5kmmQ,Undirected,1,1
UCOgASZVYeB6U37pL_8Y1Ofw,UCyRy1COnKgKsbJBRHn0YYiw,Undirected,9,9
UCfj8FsoiPFHn1gZMJaeLEDg,UCp8cPvx_Od76EL66vvCnhRA,Undirected,38,38
UCfj8FsoiPFHn1gZMJaeLEDg,UCxyU_HQTotlpcQ_95t5kmmQ,Undirected,38,38
UCfj8FsoiPFHn1gZMJaeLEDg,UCyRy1COnKgKsbJBRHn0YYiw,Undirected,1,1
UCp8cPvx_Od76EL66vvCnhRA,UCxyU_HQTotlpcQ_95t5kmmQ,Undirected,28,28
UCp8cPvx_Od76EL66vvCnhRA,UCyRy1COnKgKsbJBRHn0YYiw,Undirected,9,9
UCxyU_HQTotlpcQ_95t5kmmQ,UCyRy1COnKgKsbJBRHn0YYiw,Undirected,1,1
UC52EYUUSlzcYqHj-qsx0RHg,UCB_Zk_cUcqA-1I9oeeBUBqA,Undirected,16,16
UCB_Zk_cUcqA-1I9oeeBUBqA,UCOgASZVYeB6U37pL_8Y1Ofw,Undirected,9,9
UCB_Zk_cUcqA-1I9oeeBUBqA,UCp8cPvx_Od76EL66vvCnhRA,Undirected,16,16
UCGmO0S4S-AunjRdmxA6TQYg,UCJwGWV914kBlV4dKRn7AEFA,Undirected,2,2
UCGmO0S4S-AunjRdmxA6TQYg,UC_SI1j1d8vJo_rYMV5o_dRg,Undirected,2,2
UCJwGWV914kBlV4dKRn7AEFA,UC_SI1j1d8vJo_rYMV5o_dRg,Undirected,3,3
UCJwGWV914kBlV4dKRn7AEFA,UCNElM45JypxqAR73RoUQ10g,Undirected,1,1
UCNElM45JypxqAR73RoUQ10g,UC_SI1j1d8vJo_rYMV5o_dRg,Undirected,1,1
UCVyxTBjnKveJc4EtsnYqcVA,UChxvFvpbG7hdyFv9LbceNFg,Undirected,9,9
UC-8zLYB2DB1fFCP3KJxe0Sg,UC-XRzstm-vGQl4yTBMrgmJQ,Undirected,1,1
UC7uhcEqcFEc_rMYH-AEy8BA,UCrxutDChXkpAqpMW7nGxl9w,Undirected,1,1
UCXukWRMOMtvKX2O-1RC23CA,UCxSP05H8BEdpu3Q0RYeGOrA,Undirected,7,7
UC8AQF1sXHCsfARZCX5COf_g,UCbLcjRG0gcEzFeJynGC2tVw,Undirected,20,20
UC8AQF1sXHCsfARZCX5COf_g,UCt9nYeSz90lnOnaVFjxFJzw,Undirected,20,20
UCbLcjRG0gcEzFeJynGC2tVw,UCt9nYeSz90lnOnaVFjxFJzw,Undirected,30,30
UC0mrvtDqfEqo4Plo_HUdzDg,UCBLGReH8wxPMiBzScGLbFjQ,Undirected,1,1
UCFYygGuBWl8AGEPtOgXbocw,UCz6JjQtnK9XjMwKuqlEkRxw,Undirected,1,1
UCdCVfCgsaO9L3Oli1AihfuQ,UCxSP05H8BEdpu3Q0RYeGOrA,Undirected,7,7
UCGnjeahCJW1AF34HBmQTJ-Q,UCYLNGLIzMhRTi6ZOLjAPSmw,Undirected,14,14
UCZuPJZ2kGFdlbQu1qotZaHw,UCz9yS18zJGQObwUL_K-ICnw,Undirected,12,12
UCncmmq2xV1002xNnx9_rDhw,UCvQwfdlOR55OO82gFWJCnWQ,Undirected,16,16
UC5qFAfEOzoaSOS6At8ixYoA,UCKwJMC3Sar-yz5PcwUJxiqg,Undirected,15,15
UC5qFAfEOzoaSOS6At8ixYoA,UCl4jq8XKq5X0ZL5p_xVMmZA,Undirected,2,2
UCKwJMC3Sar-yz5PcwUJxiqg,UCl4jq8XKq5X0ZL5p_xVMmZA,Undirected,3,3
UCCEZY5vEQBsQN5i3ceiLo7g,UCGe3279ZI3YLoCWCd7wB0pg,Undirected,2,2
UCCEZY5vEQBsQN5i3ceiLo7g,UCV4S6_JoeDq9j6mgbpkmA0Q,Undirected,17,17
UCGe3279ZI3YLoCWCd7wB0pg,UCV4S6_JoeDq9j6mgbpkmA0Q,Undirected,4,4
UC2rbcd_YR3j_klIv4AXXaZw,UCahVGI5idD85mQlBD2InzzA,Undirected,13,13
UCWANPVmVKsJUg2ed9hK2r9w,UCnLJnKKCxLRsAktAB9iMSeQ,Undirected,13,13
UCJNXcE2vdoNORqtiMHNGL3w,UCdN4zKOIG6TbD4QC26OsiGA,Undirected,1,1
UCJz03ec78ygKUBnVaAJPl0Q,UCdN4zKOIG6TbD4QC26OsiGA,Undirected,1,1
UCN6k6MSZIXPTsp5f7dST0rQ,UCyy0Kn2gkLqVeiAcjQI2gpw,Undirected,4,4
