Id,Label,Cluster Id,Cluster Label,Cluster Main Attribute,Cluster Description
UC2_u8z29dETjWYYc61Zba7g,TheRealDj,58,Multi-language Global Gaming & Entertainment,Language/Region,"International mega-creators spanning Spanish (Mikecrack, Rubius), Portuguese (Porta dos Fundos), and English (jacksepticeye) gaming/comedy content."
UCo1D6QXPYxlreDFS8FtAc4Q,Ayder Muzhdabaev,68,Ukraine War & Geopolitics News Channels,Topic/Genre,"Ukrainian and international news outlets covering the Russia-Ukraine war and politics (24 Kanal, Forbes Breaking News, AP, IDF); majority Cyrillic-script channel names."
UCn7E5qFz-BML6o7XnjtlytA,DanisTutorials,76,Indie Game Developers & Digital Art Creators,Topic/Genre,"A crossover community of indie game developers (PolyMarsDev, Jonas Tyroller, Zapray Games, Barji, Dorbellprod, randy) and digital art/illustration tutorial channels (Kauczuk, Dani, Gawx Art, dP Art Drawing, Vexx, Lander Art), reflecting the audience/skill overlap between game design and digital art. Previously labeled 'Digital Art Tutorials,' which undersold the larger indie-gamedev contingent."
UCD7su0UF7u8qApkLJEO-Iqw,Badduck,76,Indie Game Developers & Digital Art Creators,Topic/Genre,"A crossover community of indie game developers (PolyMarsDev, Jonas Tyroller, Zapray Games, Barji, Dorbellprod, randy) and digital art/illustration tutorial channels (Kauczuk, Dani, Gawx Art, dP Art Drawing, Vexx, Lander Art), reflecting the audience/skill overlap between game design and digital art. Previously labeled 'Digital Art Tutorials,' which undersold the larger indie-gamedev contingent."
UCGTiQy1L8rsutN-COhaQizg,JellyJam,76,Indie Game Developers & Digital Art Creators,Topic/Genre,"A crossover community of indie game developers (PolyMarsDev, Jonas Tyroller, Zapray Games, Barji, Dorbellprod, randy) and digital art/illustration tutorial channels (Kauczuk, Dani, Gawx Art, dP Art Drawing, Vexx, Lander Art), reflecting the audience/skill overlap between game design and digital art. Previously labeled 'Digital Art Tutorials,' which undersold the larger indie-gamedev contingent."
UC6Z3OKpeKAgCNyj75PHA3PA,joba288,76,Indie Game Developers & Digital Art Creators,Topic/Genre,"A crossover community of indie game developers (PolyMarsDev, Jonas Tyroller, Zapray Games, Barji, Dorbellprod, randy) and digital art/illustration tutorial channels (Kauczuk, Dani, Gawx Art, dP Art Drawing, Vexx, Lander Art), reflecting the audience/skill overlap between game design and digital art. Previously labeled 'Digital Art Tutorials,' which undersold the larger indie-gamedev contingent."
UCOzBszcE-YbtX7AcUB6Q3wg,Joey Nato Music,76,Indie Game Developers & Digital Art Creators,Topic/Genre,"A crossover community of indie game developers (PolyMarsDev, Jonas Tyroller, Zapray Games, Barji, Dorbellprod, randy) and digital art/illustration tutorial channels (Kauczuk, Dani, Gawx Art, dP Art Drawing, Vexx, Lander Art), reflecting the audience/skill overlap between game design and digital art. Previously labeled 'Digital Art Tutorials,' which undersold the larger indie-gamedev contingent."
UCTxxF_8ioj3G_1toRL-v_hQ,hydration,76,Indie Game Developers & Digital Art Creators,Topic/Genre,"A crossover community of indie game developers (PolyMarsDev, Jonas Tyroller, Zapray Games, Barji, Dorbellprod, randy) and digital art/illustration tutorial channels (Kauczuk, Dani, Gawx Art, dP Art Drawing, Vexx, Lander Art), reflecting the audience/skill overlap between game design and digital art. Previously labeled 'Digital Art Tutorials,' which undersold the larger indie-gamedev contingent."
UCLyVUwlB_Hahir_VsKkGPIA,Mix and Jam,76,Indie Game Developers & Digital Art Creators,Topic/Genre,"A crossover community of indie game developers (PolyMarsDev, Jonas Tyroller, Zapray Games, Barji, Dorbellprod, randy) and digital art/illustration tutorial channels (Kauczuk, Dani, Gawx Art, dP Art Drawing, Vexx, Lander Art), reflecting the audience/skill overlap between game design and digital art. Previously labeled 'Digital Art Tutorials,' which undersold the larger indie-gamedev contingent."
UCXXjwIWjg7ad6ecJ0tdq1Dg,Klara Dream Art,76,Indie Game Developers & Digital Art Creators,Topic/Genre,"A crossover community of indie game developers (PolyMarsDev, Jonas Tyroller, Zapray Games, Barji, Dorbellprod, randy) and digital art/illustration tutorial channels (Kauczuk, Dani, Gawx Art, dP Art Drawing, Vexx, Lander Art), reflecting the audience/skill overlap between game design and digital art. Previously labeled 'Digital Art Tutorials,' which undersold the larger indie-gamedev contingent."
UC0szxwii-u4CZkJIt2iu4_A,Two Star,76,Indie Game Developers & Digital Art Creators,Topic/Genre,"A crossover community of indie game developers (PolyMarsDev, Jonas Tyroller, Zapray Games, Barji, Dorbellprod, randy) and digital art/illustration tutorial channels (Kauczuk, Dani, Gawx Art, dP Art Drawing, Vexx, Lander Art), reflecting the audience/skill overlap between game design and digital art. Previously labeled 'Digital Art Tutorials,' which undersold the larger indie-gamedev contingent."
UCTod_-Lbwz4cy0hi0GIRHBA,Scientia Ludos,76,Indie Game Developers & Digital Art Creators,Topic/Genre,"A crossover community of indie game developers (PolyMarsDev, Jonas Tyroller, Zapray Games, Barji, Dorbellprod, randy) and digital art/illustration tutorial channels (Kauczuk, Dani, Gawx Art, dP Art Drawing, Vexx, Lander Art), reflecting the audience/skill overlap between game design and digital art. Previously labeled 'Digital Art Tutorials,' which undersold the larger indie-gamedev contingent."
UCalc80nzzbREWYmRkERy5JA,Johan Grönvall - Zapray Games,76,Indie Game Developers & Digital Art Creators,Topic/Genre,"A crossover community of indie game developers (PolyMarsDev, Jonas Tyroller, Zapray Games, Barji, Dorbellprod, randy) and digital art/illustration tutorial channels (Kauczuk, Dani, Gawx Art, dP Art Drawing, Vexx, Lander Art), reflecting the audience/skill overlap between game design and digital art. Previously labeled 'Digital Art Tutorials,' which undersold the larger indie-gamedev contingent."
UCuCs6DrARMBP0oJ_p4GzBjQ,Custom Cages,7,Global Mega Creators (MrBeast-adjacent),Mainstream/Celebrity,"The largest, most mainstream English-language YouTube channels in the world (MrBeast, Mark Rober, Nick DiGiovanni, TED, Dhar Mann) spanning entertainment, food and education."
UCFiswEI_awoQBRQ1JK6v0cA,Ryder Cup,7,Global Mega Creators (MrBeast-adjacent),Mainstream/Celebrity,"The largest, most mainstream English-language YouTube channels in the world (MrBeast, Mark Rober, Nick DiGiovanni, TED, Dhar Mann) spanning entertainment, food and education."
UCGwyQM5eQOTxoeHOZaMwzSg,Track Star*,7,Global Mega Creators (MrBeast-adjacent),Mainstream/Celebrity,"The largest, most mainstream English-language YouTube channels in the world (MrBeast, Mark Rober, Nick DiGiovanni, TED, Dhar Mann) spanning entertainment, food and education."
UCsqWal94GlykVNOfz7XZ3SQ,Jack Coyne,7,Global Mega Creators (MrBeast-adjacent),Mainstream/Celebrity,"The largest, most mainstream English-language YouTube channels in the world (MrBeast, Mark Rober, Nick DiGiovanni, TED, Dhar Mann) spanning entertainment, food and education."
UCWDVNw6mZgbi4aUnoesvXtw,Grovegroup Media,7,Global Mega Creators (MrBeast-adjacent),Mainstream/Celebrity,"The largest, most mainstream English-language YouTube channels in the world (MrBeast, Mark Rober, Nick DiGiovanni, TED, Dhar Mann) spanning entertainment, food and education."
UCeckCFiSw5JN5q5koJUVXPQ,Museo del Synth Marchigiano,7,Global Mega Creators (MrBeast-adjacent),Mainstream/Celebrity,"The largest, most mainstream English-language YouTube channels in the world (MrBeast, Mark Rober, Nick DiGiovanni, TED, Dhar Mann) spanning entertainment, food and education."
UCeovElJP0n0i8ADaPsRSd8g,HAINBACH,7,Global Mega Creators (MrBeast-adjacent),Mainstream/Celebrity,"The largest, most mainstream English-language YouTube channels in the world (MrBeast, Mark Rober, Nick DiGiovanni, TED, Dhar Mann) spanning entertainment, food and education."
UC0-QuVLhCc4hmJaiLSCMwcw,THIS MUSEUM IS (NOT) OBSOLETE,7,Global Mega Creators (MrBeast-adjacent),Mainstream/Celebrity,"The largest, most mainstream English-language YouTube channels in the world (MrBeast, Mark Rober, Nick DiGiovanni, TED, Dhar Mann) spanning entertainment, food and education."
UCfs2QrfWJ2x4ozPg7aF70XQ,Erica Synths,7,Global Mega Creators (MrBeast-adjacent),Mainstream/Celebrity,"The largest, most mainstream English-language YouTube channels in the world (MrBeast, Mark Rober, Nick DiGiovanni, TED, Dhar Mann) spanning entertainment, food and education."
UCIW-MBQUZ05Wz1DFIprlFcw,STEWIE,36,J-pop/K-pop Hit Music & Live Performance Channels,Music Genre,"Major J-pop/K-pop hit-music channels: HYBE Labels, THE FIRST TAKE live-performance series, LE SSERAFIM, YOASOBI."
UCTMmBTMYOoa1_nr1JG13GzQ,mer,36,J-pop/K-pop Hit Music & Live Performance Channels,Music Genre,"Major J-pop/K-pop hit-music channels: HYBE Labels, THE FIRST TAKE live-performance series, LE SSERAFIM, YOASOBI."
UChUyrHNkU49k9rnQfPqxnDg,Macks,81,Nintendo & Retro Gaming Commentary Creators,Topic/Genre,"English-language commentary/analysis channels focused on Nintendo and retro/adventure games (Jacob Alpharad, GameXplain, Mixeli)."
UCJR9t8QCsyoMusay3Osix1A,dustyTOPIC,81,Nintendo & Retro Gaming Commentary Creators,Topic/Genre,"English-language commentary/analysis channels focused on Nintendo and retro/adventure games (Jacob Alpharad, GameXplain, Mixeli)."
UCkOP0sU6tBfQ170Hogk8xxg,Professor Kauri,81,Nintendo & Retro Gaming Commentary Creators,Topic/Genre,"English-language commentary/analysis channels focused on Nintendo and retro/adventure games (Jacob Alpharad, GameXplain, Mixeli)."
UC9v0__KCSdofI-exPshnLuw,Cuppa Phee,81,Nintendo & Retro Gaming Commentary Creators,Topic/Genre,"English-language commentary/analysis channels focused on Nintendo and retro/adventure games (Jacob Alpharad, GameXplain, Mixeli)."
UCfwBt8Kr8EeEV_Jft9L4TYA,Truegreen7,81,Nintendo & Retro Gaming Commentary Creators,Topic/Genre,"English-language commentary/analysis channels focused on Nintendo and retro/adventure games (Jacob Alpharad, GameXplain, Mixeli)."
UCweSVT6HVb3SxJBFfkw3D7w,PragMagik,81,Nintendo & Retro Gaming Commentary Creators,Topic/Genre,"English-language commentary/analysis channels focused on Nintendo and retro/adventure games (Jacob Alpharad, GameXplain, Mixeli)."
UC45FGxp-I8D98Zemy81WBqQ,Lewis Harrowing,81,Nintendo & Retro Gaming Commentary Creators,Topic/Genre,"English-language commentary/analysis channels focused on Nintendo and retro/adventure games (Jacob Alpharad, GameXplain, Mixeli)."
UC24vciyRYZfaYnFOhKrSKyQ,Serebii,81,Nintendo & Retro Gaming Commentary Creators,Topic/Genre,"English-language commentary/analysis channels focused on Nintendo and retro/adventure games (Jacob Alpharad, GameXplain, Mixeli)."
UC6HHrxInpfWdXlsv2Rkb2qw,HeroVoltsy,81,Nintendo & Retro Gaming Commentary Creators,Topic/Genre,"English-language commentary/analysis channels focused on Nintendo and retro/adventure games (Jacob Alpharad, GameXplain, Mixeli)."
UCbEsOqFZBTJ8q_FTS5lM8Qw,Mixeli,81,Nintendo & Retro Gaming Commentary Creators,Topic/Genre,"English-language commentary/analysis channels focused on Nintendo and retro/adventure games (Jacob Alpharad, GameXplain, Mixeli)."
UCfAPTv1LgeEWevG8X_6PUOQ,GameXplain,81,Nintendo & Retro Gaming Commentary Creators,Topic/Genre,"English-language commentary/analysis channels focused on Nintendo and retro/adventure games (Jacob Alpharad, GameXplain, Mixeli)."
UCCCMGWpbgh42gtCYr06ovIw,Braxton Burks - Topic,81,Nintendo & Retro Gaming Commentary Creators,Topic/Genre,"English-language commentary/analysis channels focused on Nintendo and retro/adventure games (Jacob Alpharad, GameXplain, Mixeli)."
UC61K1rlTcu3whbzjlHIa2dA,さんど。【よろずや】,91,Japanese VTuber & Gaming Story-time Creators,Vtuber/Virtual Creator,"Japanese small-to-mid VTuber and gaming/story-time channels (P丸様。, なつめさんち, サムライ翔)."
UCt_y4m1SeaOgJ-vpsQKlG3A,ナナシのゴシック!,91,Japanese VTuber & Gaming Story-time Creators,Vtuber/Virtual Creator,"Japanese small-to-mid VTuber and gaming/story-time channels (P丸様。, なつめさんち, サムライ翔)."
UCDTdcAqZRWubUiDFUzmdNeA,のっき,91,Japanese VTuber & Gaming Story-time Creators,Vtuber/Virtual Creator,"Japanese small-to-mid VTuber and gaming/story-time channels (P丸様。, なつめさんち, サムライ翔)."
UC_ZHdtpRZiYr6PbLUW3j-9w,かもめくらぶ　-鴎蟹-,91,Japanese VTuber & Gaming Story-time Creators,Vtuber/Virtual Creator,"Japanese small-to-mid VTuber and gaming/story-time channels (P丸様。, なつめさんち, サムライ翔)."
UC1CTpswOmqaxN5NXKVD1dUg,サムライ翔の部屋,91,Japanese VTuber & Gaming Story-time Creators,Vtuber/Virtual Creator,"Japanese small-to-mid VTuber and gaming/story-time channels (P丸様。, なつめさんち, サムライ翔)."
UCSI-MJZCm1cW9sAX40qru6A,ふざけたい2人。,91,Japanese VTuber & Gaming Story-time Creators,Vtuber/Virtual Creator,"Japanese small-to-mid VTuber and gaming/story-time channels (P丸様。, なつめさんち, サムライ翔)."
UC3YUjC9f7GMRWzOKYgibk3A,All About Fortnite,109,Japanese Action-Game Gaming Creators,Topic/Genre,"Japanese-language gaming commentators focused on action games (ぷりっつ, LiaqN, ぶゅりる)."
UCVXRSAEw9hgqw1Ew6iv4acQ,ゼンマール,109,Japanese Action-Game Gaming Creators,Topic/Genre,"Japanese-language gaming commentators focused on action games (ぷりっつ, LiaqN, ぶゅりる)."
UCPQ8YQtPYOQq8UzitdSmRcw,にそだべ,109,Japanese Action-Game Gaming Creators,Topic/Genre,"Japanese-language gaming commentators focused on action games (ぷりっつ, LiaqN, ぶゅりる)."
UCCWF6OqaHQDioXmjgGtXtHg,wickesy /うぃっけしー,109,Japanese Action-Game Gaming Creators,Topic/Genre,"Japanese-language gaming commentators focused on action games (ぷりっつ, LiaqN, ぶゅりる)."
UCMFzkc3RujclrXuvm59afPA,ぶゅりる,109,Japanese Action-Game Gaming Creators,Topic/Genre,"Japanese-language gaming commentators focused on action games (ぷりっつ, LiaqN, ぶゅりる)."
UCei5QXhI1ZMprw88O9Fmd_Q,はるきよ / Harukiyo,109,Japanese Action-Game Gaming Creators,Topic/Genre,"Japanese-language gaming commentators focused on action games (ぷりっつ, LiaqN, ぶゅりる)."
UCA58ULi3cMi5K3mcliFWysA,あるべどAlbedo,109,Japanese Action-Game Gaming Creators,Topic/Genre,"Japanese-language gaming commentators focused on action games (ぷりっつ, LiaqN, ぶゅりる)."
UCTBpvLs79mE03BeD6PVsWHg,A,109,Japanese Action-Game Gaming Creators,Topic/Genre,"Japanese-language gaming commentators focused on action games (ぷりっつ, LiaqN, ぶゅりる)."
UC5S-LQHxIU9ha-tAjGuGeAQ,きゅーちゃん,109,Japanese Action-Game Gaming Creators,Topic/Genre,"Japanese-language gaming commentators focused on action games (ぷりっつ, LiaqN, ぶゅりる)."
UCiFqXmTwHyqd6Of_H0YOh1w,Macyfishy / めいしー,109,Japanese Action-Game Gaming Creators,Topic/Genre,"Japanese-language gaming commentators focused on action games (ぷりっつ, LiaqN, ぶゅりる)."
UCxghAnYqBmcDCMILs3LqVmg,しんく!,109,Japanese Action-Game Gaming Creators,Topic/Genre,"Japanese-language gaming commentators focused on action games (ぷりっつ, LiaqN, ぶゅりる)."
UC1p2e-h0zIrvKvm_IPOv9Kg,WHITEBOX,152,Japanese Pop/Acoustic Singer-Songwriter Community,Music Genre,"Japanese pop and acoustic singer-songwriters (HoneyWorks, Takenaka Yudai, Kawasaki Takaya, Tani Yuuki)."
UC9VrCA3SVAQxV1LJuXO_aVQ,Leo's Fanart Lab.,152,Japanese Pop/Acoustic Singer-Songwriter Community,Music Genre,"Japanese pop and acoustic singer-songwriters (HoneyWorks, Takenaka Yudai, Kawasaki Takaya, Tani Yuuki)."
UCyjlxPcoYAbpwlr5wjUA_5g,ばんえい十勝 【公式】,152,Japanese Pop/Acoustic Singer-Songwriter Community,Music Genre,"Japanese pop and acoustic singer-songwriters (HoneyWorks, Takenaka Yudai, Kawasaki Takaya, Tani Yuuki)."
UCBmY_77ZQUUGH34TXT36HNw,Yudai Takenaka 竹中雄大,152,Japanese Pop/Acoustic Singer-Songwriter Community,Music Genre,"Japanese pop and acoustic singer-songwriters (HoneyWorks, Takenaka Yudai, Kawasaki Takaya, Tani Yuuki)."
UCY2HO97JW-iWSrIUOUh5cIA,TENSONG,152,Japanese Pop/Acoustic Singer-Songwriter Community,Music Genre,"Japanese pop and acoustic singer-songwriters (HoneyWorks, Takenaka Yudai, Kawasaki Takaya, Tani Yuuki)."
UCAaGaynFpku5cAx6OOSrW-w,HoneyWorks OFFICIAL,152,Japanese Pop/Acoustic Singer-Songwriter Community,Music Genre,"Japanese pop and acoustic singer-songwriters (HoneyWorks, Takenaka Yudai, Kawasaki Takaya, Tani Yuuki)."
UCCv2mDzPFrmsIQrWTC17j9w,StellaPhizz,152,Japanese Pop/Acoustic Singer-Songwriter Community,Music Genre,"Japanese pop and acoustic singer-songwriters (HoneyWorks, Takenaka Yudai, Kawasaki Takaya, Tani Yuuki)."
UCpB2SrsRs7rGp3wzdRX1l2Q,AiceClass (あいすくらす) - OFFICIAL,152,Japanese Pop/Acoustic Singer-Songwriter Community,Music Genre,"Japanese pop and acoustic singer-songwriters (HoneyWorks, Takenaka Yudai, Kawasaki Takaya, Tani Yuuki)."
UC3ql_EU4JnaE3Rh3cqbHu6g,Kotoha,152,Japanese Pop/Acoustic Singer-Songwriter Community,Music Genre,"Japanese pop and acoustic singer-songwriters (HoneyWorks, Takenaka Yudai, Kawasaki Takaya, Tani Yuuki)."
UCb5JxV6vKlYVknoJB8TnyYg,黛 灰 / Kai Mayuzumi【にじさんじ】,145,Nijisanji/Hololive Japanese VTuber Gaming Community,Vtuber/Virtual Creator,"Japanese-language VTuber talents (Nijisanji's Hyakumantenbara Salome, Tsukino Mito; Hololive's Haachama, Roboco) centered on gaming and variety streams."
UChK8kgGU767nKTxp4f4GD6g,NayutalieN Official / Nayutan Seijin,101,Japanese Vocaloid & Project Sekai Music Community,Music Genre,"Vocaloid/Project Sekai-affiliated Japanese music creators (Hatsune Miku's Project Sekai, BUMP OF CHICKEN, Chinozo, Nayutalien)."
UCgmFrRcyH7d1zR9sIVQhFow,ローレン・イロアス / Lauren Iroas【にじさんじ】,145,Nijisanji/Hololive Japanese VTuber Gaming Community,Vtuber/Virtual Creator,"Japanese-language VTuber talents (Nijisanji's Hyakumantenbara Salome, Tsukino Mito; Hololive's Haachama, Roboco) centered on gaming and variety streams."
UC5jnkxwILkgNePRe1FacHzw,山崎まさよし,159,J-pop & BanG Dream Anime Music Labels,Music Genre,"J-pop labels and anime-music-franchise channels (Universal Music Japan, BanG Dream, Sukima Switch)."
UCl2aT0nRejTCQO_LHZAftBw,UNIVERSAL MUSIC JAPAN,159,J-pop & BanG Dream Anime Music Labels,Music Genre,"J-pop labels and anime-music-franchise channels (Universal Music Japan, BanG Dream, Sukima Switch)."
UCCPkJMeZHhxKck-EptqQbBA,スキマスイッチ / SUKIMASWITCH,159,J-pop & BanG Dream Anime Music Labels,Music Genre,"J-pop labels and anime-music-franchise channels (Universal Music Japan, BanG Dream, Sukima Switch)."
UCo7M2--Qb0DTFezpyKeCLOw,長澤知之,159,J-pop & BanG Dream Anime Music Labels,Music Genre,"J-pop labels and anime-music-franchise channels (Universal Music Japan, BanG Dream, Sukima Switch)."
UClQG3SoBUoX1J6e5WR7Xj-g,akasamuraiattack,159,J-pop & BanG Dream Anime Music Labels,Music Genre,"J-pop labels and anime-music-franchise channels (Universal Music Japan, BanG Dream, Sukima Switch)."
UCN-bFIdJM0gQlgX7h6LKcZA,BanG Dream Channel☆,159,J-pop & BanG Dream Anime Music Labels,Music Genre,"J-pop labels and anime-music-franchise channels (Universal Music Japan, BanG Dream, Sukima Switch)."
UCrWC59UUMETuCp9IYUdjVbg,Ave Mujica,159,J-pop & BanG Dream Anime Music Labels,Music Genre,"J-pop labels and anime-music-franchise channels (Universal Music Japan, BanG Dream, Sukima Switch)."
UCjQbxfB4R0mEVvd86LNETdQ,Soala Channel,159,J-pop & BanG Dream Anime Music Labels,Music Genre,"J-pop labels and anime-music-franchise channels (Universal Music Japan, BanG Dream, Sukima Switch)."
UCPMp2UuxV8Tz8GzcABKPsCA,クロノヴァ【Chrono▷◀Reverse】,143,Japanese Vocaloid Singers & Niconico Music Community,Music Genre,"Niconico/Vocaloid-scene Japanese singers (marasy8, Amatsuki, nqrse, Ireis) with some food/lifestyle crossover channels (Corbucci Eats, Moeazu)."
UCRBKNfQGGTREOpQG34NB_eQ,이재현,143,Japanese Vocaloid Singers & Niconico Music Community,Music Genre,"Niconico/Vocaloid-scene Japanese singers (marasy8, Amatsuki, nqrse, Ireis) with some food/lifestyle crossover channels (Corbucci Eats, Moeazu)."
UCt09C9DPSuOGpHoitbcyCIQ,ゼンレスゾーンゼロ-ZZZ-公式,143,Japanese Vocaloid Singers & Niconico Music Community,Music Genre,"Niconico/Vocaloid-scene Japanese singers (marasy8, Amatsuki, nqrse, Ireis) with some food/lifestyle crossover channels (Corbucci Eats, Moeazu)."
UCrALFGPubY9rNwVOOJUYu4g,そらる / soraru,146,"Anime, J-Pop & Western Animation Crossover Audience",Fandom/Community,"Crossover fanbase linking Western animation/comedy (Smosh, Vivziepop/Hazbin Hotel) with Japanese pop and anime IP (Kenshi Yonezu, Genshin Impact, ZUTOMAYO, King Gnu, Crunchyroll)."
UC2nNjwGJYczaeSfyO1MA01w,NOIZE,143,Japanese Vocaloid Singers & Niconico Music Community,Music Genre,"Niconico/Vocaloid-scene Japanese singers (marasy8, Amatsuki, nqrse, Ireis) with some food/lifestyle crossover channels (Corbucci Eats, Moeazu)."
UCA-Eor5NomlN_BwwoXtofIg,Sarah L-ee Official,143,Japanese Vocaloid Singers & Niconico Music Community,Music Genre,"Niconico/Vocaloid-scene Japanese singers (marasy8, Amatsuki, nqrse, Ireis) with some food/lifestyle crossover channels (Corbucci Eats, Moeazu)."
UC2aadeZ6f8hpymlYiLuY99A,kokorobeats,143,Japanese Vocaloid Singers & Niconico Music Community,Music Genre,"Niconico/Vocaloid-scene Japanese singers (marasy8, Amatsuki, nqrse, Ireis) with some food/lifestyle crossover channels (Corbucci Eats, Moeazu)."
UCiTjDptKRqDXM-iod7xM1vA,TOPHAMHAT-KYO (トップハムハット狂),143,Japanese Vocaloid Singers & Niconico Music Community,Music Genre,"Niconico/Vocaloid-scene Japanese singers (marasy8, Amatsuki, nqrse, Ireis) with some food/lifestyle crossover channels (Corbucci Eats, Moeazu)."
UCzUae-ACn_k5xAWprIb6U1w,雨天決行,143,Japanese Vocaloid Singers & Niconico Music Community,Music Genre,"Niconico/Vocaloid-scene Japanese singers (marasy8, Amatsuki, nqrse, Ireis) with some food/lifestyle crossover channels (Corbucci Eats, Moeazu)."
UCVFaA17XwUjvE-pyERKmhIQ,DYES IWASAKI (from FAKE TYPE.),143,Japanese Vocaloid Singers & Niconico Music Community,Music Genre,"Niconico/Vocaloid-scene Japanese singers (marasy8, Amatsuki, nqrse, Ireis) with some food/lifestyle crossover channels (Corbucci Eats, Moeazu)."
UC-SUuB6sRvLajVPpYGEb9SQ,ありまついんだはうす,143,Japanese Vocaloid Singers & Niconico Music Community,Music Genre,"Niconico/Vocaloid-scene Japanese singers (marasy8, Amatsuki, nqrse, Ireis) with some food/lifestyle crossover channels (Corbucci Eats, Moeazu)."
UCNXJbjuxghHLKFtg-8nc8EQ,라히텐의 작업공간,143,Japanese Vocaloid Singers & Niconico Music Community,Music Genre,"Niconico/Vocaloid-scene Japanese singers (marasy8, Amatsuki, nqrse, Ireis) with some food/lifestyle crossover channels (Corbucci Eats, Moeazu)."
UC8mvsWqEWLRwKYepgqceDAg,ぜくろ,148,Vocaloid & Japanese Music Producers,Music Genre,"Vocaloid producers and Japanese pop/rock artists (Kanaria, MARETU, Kairiki Bear, Shiina Ringo) plus English-language Vocaloid cover singers (JubyPhonic); topic tags dominated by Music of Asia and Pop music."
UCs81POPvKXMnHxaoUKGbzww,みっちゃん / michan,148,Vocaloid & Japanese Music Producers,Music Genre,"Vocaloid producers and Japanese pop/rock artists (Kanaria, MARETU, Kairiki Bear, Shiina Ringo) plus English-language Vocaloid cover singers (JubyPhonic); topic tags dominated by Music of Asia and Pop music."
UC-eqIaDajkyGO02KgZZwWTw,雪見,148,Vocaloid & Japanese Music Producers,Music Genre,"Vocaloid producers and Japanese pop/rock artists (Kanaria, MARETU, Kairiki Bear, Shiina Ringo) plus English-language Vocaloid cover singers (JubyPhonic); topic tags dominated by Music of Asia and Pop music."
UCQMZpnnl9SCmplHGGVau-0w,ふぉるて,148,Vocaloid & Japanese Music Producers,Music Genre,"Vocaloid producers and Japanese pop/rock artists (Kanaria, MARETU, Kairiki Bear, Shiina Ringo) plus English-language Vocaloid cover singers (JubyPhonic); topic tags dominated by Music of Asia and Pop music."
UCY_10f4ef0e1T2skAbHBQTg,天月のやりたい放題ちゃんねる。,143,Japanese Vocaloid Singers & Niconico Music Community,Music Genre,"Niconico/Vocaloid-scene Japanese singers (marasy8, Amatsuki, nqrse, Ireis) with some food/lifestyle crossover channels (Corbucci Eats, Moeazu)."
UC5dhDlvz7Cu_livPLOjmZQg,すたぽら【公式】,143,Japanese Vocaloid Singers & Niconico Music Community,Music Genre,"Niconico/Vocaloid-scene Japanese singers (marasy8, Amatsuki, nqrse, Ireis) with some food/lifestyle crossover channels (Corbucci Eats, Moeazu)."
UCA6XK10V6LK4V-KOP2ubmlg,You Kisaragi,143,Japanese Vocaloid Singers & Niconico Music Community,Music Genre,"Niconico/Vocaloid-scene Japanese singers (marasy8, Amatsuki, nqrse, Ireis) with some food/lifestyle crossover channels (Corbucci Eats, Moeazu)."
UCWLaEpflX3UZW2kYJCr98qQ,こったろ,143,Japanese Vocaloid Singers & Niconico Music Community,Music Genre,"Niconico/Vocaloid-scene Japanese singers (marasy8, Amatsuki, nqrse, Ireis) with some food/lifestyle crossover channels (Corbucci Eats, Moeazu)."
UCFgDfnoYhWM48p072kjJ8zQ,Corbucci Eats,143,Japanese Vocaloid Singers & Niconico Music Community,Music Genre,"Niconico/Vocaloid-scene Japanese singers (marasy8, Amatsuki, nqrse, Ireis) with some food/lifestyle crossover channels (Corbucci Eats, Moeazu)."
UC1uHbAbleaXjfegbmFV9TVQ,ウマヅラのお茶の間,144,Japanese Lifestyle/Variety Vlogger Collab Circle,Content Format,"Established Japanese daily-vlog and variety YouTubers who frequently collaborate (Kirizaki Eiji, Takkuu TV Radio, Umazura Video, Toland Vlog)."
UCELkU9QDaeb46TX-5m40BqQ,TOLANDの小部屋,144,Japanese Lifestyle/Variety Vlogger Collab Circle,Content Format,"Established Japanese daily-vlog and variety YouTubers who frequently collaborate (Kirizaki Eiji, Takkuu TV Radio, Umazura Video, Toland Vlog)."
UCIIm28HWOIqCeqhCGJ1zMKw,TOLAND documentary,144,Japanese Lifestyle/Variety Vlogger Collab Circle,Content Format,"Established Japanese daily-vlog and variety YouTubers who frequently collaborate (Kirizaki Eiji, Takkuu TV Radio, Umazura Video, Toland Vlog)."
UCsQc6fSakJ2ptE8ba9MX-MQ,トゥラクエ TOLAND QUEST,144,Japanese Lifestyle/Variety Vlogger Collab Circle,Content Format,"Established Japanese daily-vlog and variety YouTubers who frequently collaborate (Kirizaki Eiji, Takkuu TV Radio, Umazura Video, Toland Vlog)."
UCimdxu6aHTiB8O_rY1QEiBQ,深夜のミルクティー,144,Japanese Lifestyle/Variety Vlogger Collab Circle,Content Format,"Established Japanese daily-vlog and variety YouTubers who frequently collaborate (Kirizaki Eiji, Takkuu TV Radio, Umazura Video, Toland Vlog)."
UC37so-pB6Lhmertb39NulOQ,世界はたまにバグってる,144,Japanese Lifestyle/Variety Vlogger Collab Circle,Content Format,"Established Japanese daily-vlog and variety YouTubers who frequently collaborate (Kirizaki Eiji, Takkuu TV Radio, Umazura Video, Toland Vlog)."
